source;target;weight
aidenleahycrooks;chess_student1974;1
aidenleahycrooks;melvet;1
aidenleahycrooks;nstsonkov;1
podgur;aidenleahycrooks;1
peterw;aidenleahycrooks;1
aidenleahycrooks;chmc;1
maltetillmarconi;kardsalan;1
caddy;kardsalan;1
persian-golff;kardsalan;1
kardsalan;assad;1
kardsalan;mrhorta50;1
kardsalan;roman1702;1
kardsalan;bilja2233;1
graton;kardsalan;1
louwyhs;kardsalan;1
jonhnyorion;vudo1012;1
vudo1012;jonhnyorion;1
jonhnyorion;vudo1012;1
vudo1012;jonhnyorion;1
jonhnyorion;vudo1012;1
jonhnyorion;vudo1012;1
samuelwise;soprotheygowhoa;1
soprotheygowhoa;kasipor;1
intrepido;mojica;1
regalsin;intrepido;1
intrepido;felipeferreira;1
intrepido;ikimoi;1
intrepido;lucaspsy;1
lafreu64;mrphaseolusvulgaris;1
mrphaseolusvulgaris;lanas2007;1
luis11;mrphaseolusvulgaris;1
arrchess;mrphaseolusvulgaris;1
mrphaseolusvulgaris;zijakg;1
mrphaseolusvulgaris;teeteddy;1
mrphaseolusvulgaris;seciyeli;1
mrphaseolusvulgaris;deadintheend;1
rdx_9917;mrphaseolusvulgaris;1
soultego;mrphaseolusvulgaris;1
mrphaseolusvulgaris;alpv;1
mrphaseolusvulgaris;cmcc;1
toutou1965;mrphaseolusvulgaris;1
blacktundro;mrphaseolusvulgaris;1
strider02;mrphaseolusvulgaris;1
stephlema;mrphaseolusvulgaris;1
hindenburg9192;vishalvasans1;1
vishalvasans1;mascarpov;1
jotao;vishalvasans1;1
vishalvasans1;taliby;1
vishalvasans1;isaac_villarreal;1
koshi12;vishalvasans1;1
vishalvasans1;kbob;1
david007mu;vishalvasans1;1
spsingh1987;vishalvasans1;1
vishalvasans1;nonneposso;1
vishalvasans1;nezaisiu;1
vishalvasans1;chimimdq;1
guillerminmin;vishalvasans1;1
frikazoid55;vishalvasans1;1
vishalvasans1;marcose_14;1
vishalvasans1;ruzeebaba;1
ranko898;superhero098;1
cuxhaven;superhero098;1
superhero098;cuxhaven;1
soosi98;superhero098;1
superhero098;wqf7;1
zovar;superhero098;1
superhero098;miqomanukyan2001;1
adenildo;superhero098;1
emiliooo;superhero098;1
ahmedbakeer;superhero098;1
superhero098;mwafakalhaswa;1
ahmedbakeer;superhero098;1
superhero098;blablub;1
superhero098;alfredgjoncari;1
tonoyanrob7;superhero098;1
majid_alsalhi;superhero098;1
superhero098;ramonsantana44;1
gramo;superhero098;1
bernec;superhero098;1
gavrilinfamily;superhero098;1
knightofchess90;everybodylovesjesus;1
everybodylovesjesus;ahmd11;1
everybodylovesjesus;bpd152;1
landscaping123;eugenio24;1
onkelvladi;landscaping123;1
makhach-kala;landscaping123;1
a_sonnadjoshi;soy714;1
youknowwho_79;rukor;1
youknowwho_79;eddywilde;1
jokash82;youknowwho_79;1
youknowwho_79;chelsey_000;1
syriatmam123;s-a;1
zv_dim;s-a;1
mja1991;s-a;1
whitewing;s-a;1
grzybiarz85;s-a;1
s-a;mehdi-r;1
s-a;zalim666;1
s-a;obivankenobi_ru;1
celestialteapot;s-a;1
mirrorlrirrom;s-a;1
s-a;killaunknown;1
olek333;s-a;1
marcosi99;s-a;1
kian008;s-a;1
s-a;matosan;1
don_dragon;s-a;1
s-a;velkymatko;1
karmaboanil;s-a;1
otek7272;s-a;1
hosein76;s-a;1
s-a;hosein76;1
ezzdinus;s-a;1
s-a;jupitrer;1
comtur;s-a;1
s-a;kingoslavios;1
matin1386;s-a;1
fabio_magagnin57;s-a;1
s-a;j0hncap0ne;1
wikiplayschess;s-a;1
s-a;pimpacho;1
gorvlad-61;s-a;1
s-a;pimpacho;1
oktay0007;s-a;1
s-a;gauder;1
gauder;s-a;1
pavelkrnov;s-a;1
s-a;bezzer;1
danielllos321;s-a;1
komarik;s-a;1
s-a;bogdanoff;1
s-a;pogo123;1
krobbi;s-a;1
s-a;patroclos1936;1
s-a;ikemat34;1
erik_manukyan;bekzodjon;1
bekzodjon;erik_manukyan;1
bekzodjon;carrotop;1
carrotop;bekzodjon;1
aliakbarshareh;bekzodjon;1
bekzodjon;horung;1
gamesou;bekzodjon;1
dleipold;bekzodjon;1
sansavoirvecu;bekzodjon;1
bekzodjon;bobby70;1
bekzodjon;viljamijii;1
jeff1983;bekzodjon;1
bekzodjon;alejandro555;1
shangreela;bekzodjon;1
generiklemons;officiallyjochem;1
jordanc100;generiklemons;1
generiklemons;vocka;1
sorrowsea;generiklemons;1
cicuta;generiklemons;1
domi2017;generiklemons;1
generiklemons;draaier;1
greenedoutchess;ardacankurt;1
greenedoutchess;goodjob343;1
skuppam3;master_1955;1
mehdi271;skuppam3;1
zihi;skuppam3;1
skuppam3;cplyakap1905;1
skuppam3;gmnietzsche;1
jagelka;skuppam3;1
knightvision-mtl;skuppam3;1
skuppam3;kasimka;1
skuppam3;silverman2;1
skuppam3;grebonachessmaster;1
grebonachessmaster;skuppam3;1
skuppam3;ogun;1
ogun;skuppam3;1
skuppam3;surya9415;1
verduzzo;skuppam3;1
serkokvlad;skuppam3;1
cesc7046;skuppam3;1
tmc1697;kaushik007;1
kaind;kaushik007;1
kaushik007;kaind;1
danylee84;kaushik007;1
kardoph;kaushik007;1
moi34;kaushik007;1
care_404;kaushik007;1
kaushik007;ivica014;1
kaushik007;egor-220;1
egor-220;kaushik007;1
kaushik007;egor-220;1
egor-220;kaushik007;1
kaushik007;maryj;1
teglife10;kaushik007;1
kaushik007;ravinkumar;1
ravinkumar;kaushik007;1
kormats;austin2112;1
valueasset21;deniz2na;1
flashrust;chessvariants;1
chessvariants;arakul34;1
demas;chessvariants;1
izzlanfarischess;leoilan;1
izzlanfarischess;leoilan;1
leoilan;izzlanfarischess;1
bobc;izzlanfarischess;1
izzlanfarischess;brkylvc;1
xxpampy;izzlanfarischess;1
izzlanfarischess;jkf11;1
whzzzz;izzlanfarischess;1
izzlanfarischess;spacede;1
montromsey;jesteroz;1
jesteroz;fleischer14;1
ryanfeatherman;jesteroz;1
jesteroz;nikita11;1
gymhgy;jesteroz;1
jesteroz;gymhgy;1
styve_lam;jesteroz;1
dohiblundered;jesteroz;1
jesteroz;riccovieira;1
makar_batulin;jesteroz;1
jesteroz;apolo6612;1
nikita0690;jesteroz;1
ss-fitz;jesteroz;1
jesteroz;messchess777;1
jesteroz;cerebral;1
jesteroz;hashashinsquad;1
sirdragon1;jesteroz;1
showview;jesteroz;1
kann2014;jesteroz;1
jesteroz;mikavds;1
lynosbc;jesteroz;1
jesteroz;goncalossantos;1
jesteroz;protecteh;1
materna;jesteroz;1
mushnik;jesteroz;1
jesteroz;ezequiel95;1
jesteroz;maksimushouse;1
mellowg7;jesteroz;1
jesteroz;rjh24;1
rhudoris;jesteroz;1
jesteroz;kikume;1
jesteroz;goldenrod;1
jesteroz;nano51;1
cabritas;jesteroz;1
arturo666;jesteroz;1
jesteroz;paynando;1
jesteroz;tambwe;1
crabcake;jesteroz;1
jesteroz;d_daniljev;1
howief;axelpro446;1
jbevarts;axelpro446;1
bamarillobiller;axelpro446;1
axelpro446;bamarillobiller;1
bamarillobiller;axelpro446;1
axelpro446;deebs;1
m4c3l0;axelpro446;1
axelpro446;max1966;1
apervaiz;axelpro446;1
tusher;axelpro446;1
axelpro446;messipm10;1
axelpro446;kreativ-s;1
krisrov;axelpro446;1
luigi2016;axelpro446;1
axelpro446;ukrnoob;1
axelpro446;castro830;1
aurarestrepo;axelpro446;1
axelpro446;hunnyman;1
axelpro446;felixiou;1
ashishv;axelpro446;1
axelpro446;ayush7211;1
ashishv;axelpro446;1
axelpro446;riverhorse;1
azisdoank;axelpro446;1
rssaad;axelpro446;1
neo58;axelpro446;1
axelpro446;palacius;1
ismaelsilva;axelpro446;1
axelpro446;chessluis3894;1
joanllobet;axelpro446;1
axelpro446;plenad;1
arunmaiyad;axelpro446;1
axelpro446;kcramsib;1
axelpro446;ddd12345;1
jejeh;axelpro446;1
axelpro446;junpanjaitan;1
axelpro446;benjamin1365;1
axelpro446;claude38;1
pentium486;axelpro446;1
mhysa;axelpro446;1
axelpro446;augustbecarre;1
axelpro446;jfuzzell;1
axelpro446;ospeck;1
elchilenoenchile;axelpro446;1
canexd;irietk;1
canexd;lordmete;1
canexd;richiew;1
canexd;canid;1
canexd;ahmedyousry29;1
canexd;rompirio;1
canexd;elchidowan;1
canexd;alfredenewman;1
canexd;sethsahin;1
canexd;voskresensk;1
canexd;tousfa;1
canexd;zangetsu-sama;1
canexd;fasoidelamon;1
canexd;nathanielwalpole;1
canexd;darknight11-11;1
obinmon;canexd;1
levilnoob;canexd;1
doublequestionmark;canexd;1
canexd;danielmagalhaes;1
danielmagalhaes;canexd;1
pastorieschaken;canexd;1
in3movez;canexd;1
simba9;canexd;1
stare_spb;canexd;1
canexd;angel1156;1
angel1156;canexd;1
emperorspride;canexd;1
emperorspride;canexd;1
travadja;canexd;1
dieg-g;canexd;1
dynamic_doogle;posra;1
posra;askesis;1
posra;loveoken;1
posra;lorenzoberv;1
lorenzoberv;posra;1
posra;kadlekins;1
posra;emaorozco;1
corteswwr;posra;1
posra;macedonio;1
nemrod_44;posra;1
posra;seo406;1
posra;kripso;1
kripso;posra;1
thelostunicorn;nikosvour;1
jim-in-texas-usa;thelostunicorn;1
thelostunicorn;perrodo;1
csc1963;thelostunicorn;1
thelostunicorn;yorgi53;1
reactorpj;thelostunicorn;1
thelostunicorn;badjgule;1
jfuzzell;thelostunicorn;1
theexcellenterest;thelostunicorn;1
thelostunicorn;thebiba;1
lemoniu;thelostunicorn;1
tommy_hagen;thelostunicorn;1
thelostunicorn;indonesia8210;1
resource_unlimited;thelostunicorn;1
lordf;thelostunicorn;1
thelostunicorn;jacobopavia;1
jacobopavia;thelostunicorn;1
thelostunicorn;alec2005;1
thelostunicorn;maluighen;1
thenagshead;thelostunicorn;1
thelostunicorn;bash21;1
okportenko;thelostunicorn;1
thelostunicorn;alemiha;1
thelostunicorn;thiago_garcia;1
hrynio92;thelostunicorn;1
fortuna01;thelostunicorn;1
thelostunicorn;ringhals;1
ringhals;thelostunicorn;1
thelostunicorn;tscheezel;1
tscheezel;thelostunicorn;1
thelostunicorn;tscheezel;1
lastfermat;shahndmat;1
dj822;tops123;1
tops123;dj822;1
dj822;tops123;1
juncinmestrella;pogo123;1
juncinmestrella;rodelitobrazal;1
juncinmestrella;sansebastian;1
chess0158;juncinmestrella;1
juncinmestrella;bartsimpson6;1
bflz;juncinmestrella;1
naster1;juncinmestrella;1
mhamed_basti;juncinmestrella;1
juncinmestrella;mariocrippa;1
juncinmestrella;plumbeo;1
erhan;juncinmestrella;1
juncinmestrella;chandu007;1
mmaric;juncinmestrella;1
juncinmestrella;cch;1
juncinmestrella;bert-w;1
vlada555;juncinmestrella;1
nick_p;juncinmestrella;1
juncinmestrella;qxxxx;1
juncinmestrella;rezvik;1
nik221107;juncinmestrella;1
vlada555;juncinmestrella;1
juncinmestrella;sosnovsky;1
eltrog;juncinmestrella;1
kerespaul;juncinmestrella;1
juncinmestrella;da19;1
pietro41youtube;juncinmestrella;1
juncinmestrella;selami011235;1
lancel0t;juncinmestrella;1
juncinmestrella;panisaggg25;1
eraldii;juncinmestrella;1
juncinmestrella;vkmansftw;1
juncinmestrella;schein-n;1
kamil2009;juncinmestrella;1
tahzeebgunn;juncinmestrella;1
contagemmg;juncinmestrella;1
juncinmestrella;rissal;1
juncinmestrella;sailor7;1
alfredgjoncari;juncinmestrella;1
juncinmestrella;yakiravalkinta;1
benuard;juncinmestrella;1
juncinmestrella;yakiravalkinta;1
juncinmestrella;sqs198627;1
dmekro;juncinmestrella;1
karmaboanil;juncinmestrella;1
juncinmestrella;craig77;1
knightbane;juncinmestrella;1
juncinmestrella;revod;1
minecraftbook;sy9028;1
neilgally;minecraftbook;1
minecraftbook;neilgally;1
minecraftbook;melibea1964;1
melibea1964;minecraftbook;1
flameswarriorq8;minecraftbook;1
conormac;minecraftbook;1
minecraftbook;conormac;1
conormac;minecraftbook;1
minecraftbook;talforest;1
minecraftbook;peronperon;1
minecraftbook;yarikt;1
minecraftbook;marellik;1
minecraftbook;tom_tox;1
poetrunner;sesh;1
sesh;poetrunner;1
arcann01;poetrunner;1
yatrikpatel;poetrunner;1
du_guitar;poetrunner;1
chess_bros123;mhavgar;1
chess_bros123;checkortreats;1
checkortreats;chess_bros123;1
ruben11131;chess_bros123;1
opabinia2401;kachess10204542;1
kachess10204542;masterbob;1
kachess10204542;quantummequanic;1
andersonru;kachess10204542;1
picklesmcknight;nomaschess;1
kaliayev;picklesmcknight;1
trrrrillionaire;alimm1382;1
trrrrillionaire;niamor;1
niamor;trrrrillionaire;1
trrrrillionaire;jeden94;1
trrrrillionaire;iihm12;1
zuzaramos;trrrrillionaire;1
basilou;trrrrillionaire;1
trrrrillionaire;r-a-p-t-o-r;1
trrrrillionaire;kleinezgull;1
urbi-et-orbi;trrrrillionaire;1
trrrrillionaire;fjodo;1
arturoperez;trrrrillionaire;1
currobau;trrrrillionaire;1
trrrrillionaire;matty_sweetnuts;1
matty_sweetnuts;trrrrillionaire;1
trrrrillionaire;tweakcity;1
properdick;trrrrillionaire;1
gaspare954;trrrrillionaire;1
trrrrillionaire;matty_sweetnuts;1
matty_sweetnuts;trrrrillionaire;1
trrrrillionaire;pipealiev;1
empiretemple;trrrrillionaire;1
vanvanja2009;trrrrillionaire;1
amro15;trrrrillionaire;1
trrrrillionaire;mozaffar466;1
mbbal;trrrrillionaire;1
sdfsfwesrwfs;trrrrillionaire;1
horse4203;trrrrillionaire;1
retep552;lolrager;1
lolrager;retep552;1
retep552;lolrager;1
lolrager;cantaloop;1
lolrager;pete0815;1
bemonk;lolrager;1
lolrager;sergeiutkin;1
bemonk;lolrager;1
zixi52;scorpio;1
losteroo;zixi52;1
zixi52;tokbora;1
zixi52;tokbora;1
zixi52;getrekt478;1
zixi52;litvinartem;1
hasan_al-banna;cale83;1
hasan_al-banna;aliagha18;1
sanya66665433;hasan_al-banna;1
hasan_al-banna;sadusiek;1
onecert;hasan_al-banna;1
parkerb32;hasan_al-banna;1
shahariar1501074;hasan_al-banna;1
hasan_al-banna;karlrossmann;1
webchessplayer;hasan_al-banna;1
hasan_al-banna;lopezz;1
hasan_al-banna;brainlinks;1
mrmikethe1;hasan_al-banna;1
hasan_al-banna;fernanvm;1
guilis;hasan_al-banna;1
hasan_al-banna;jonjic;1
sedinho;hasan_al-banna;1
hasan_al-banna;majc;1
ronmexico90;hasan_al-banna;1
hasan_al-banna;gemyej;1
rahidd;hasan_al-banna;1
hasan_al-banna;kondrat70;1
omnivoid;hasan_al-banna;1
bip5;hasan_al-banna;1
hasan_al-banna;kreatonn;1
hasan_al-banna;darkclassic;1
marosv2;hasan_al-banna;1
amanitacaesarea;hasan_al-banna;1
discipleofjesus;hasan_al-banna;1
josebas94;hasan_al-banna;1
hasan_al-banna;ignar74;1
karasuki;hasan_al-banna;1
hasan_al-banna;warusso2017;1
hasan_al-banna;qwf;1
hasan_al-banna;hawkwild;1
hasan_al-banna;teman02;1
lulucholista;hasan_al-banna;1
kayhan34;hasan_al-banna;1
skulll1;linconnu;1
skulll1;massaggro;1
linconnu;skulll1;1
otek7272;skulll1;1
skulll1;bchessl;1
skulll1;aryrasyid;1
skulll1;1111112222;1
skulll1;society;1
kombat_ace;skulll1;1
herecomesdaddy;skulll1;1
skulll1;dominikcubric;1
skulll1;narcad;1
slavik-1991;skulll1;1
skulll1;igorilla;1
ranger440;homersimpson1;1
ranger440;mehdi1368;1
ranger440;amigo92;1
victor946c;ranger440;1
ranger440;ebrahimzare;1
ranger440;sourindu;1
akaish;ranger440;1
ranger440;akaish;1
iv11;ranger440;1
ranger440;iv11;1
leifsan;ranger440;1
ranger440;dickturpin;1
ranger440;cktopshot2;1
ranger440;magustingg;1
academicninja99;eagle77;1
eagle77;academicninja99;1
eagle77;marcoajedrez;1
kanakiou;eagle77;1
sreeansh;feanor1122;1
agmur;octopus1963;1
agmur;francis173;1
diananavid;agmur;1
antonio45;agmur;1
loren314;outrageouscheese;1
outrageouscheese;markoo_1234567;1
thelordoftheboard;aswer;1
aswer;thelordoftheboard;1
rockfordguilford;czteacherman;1
czteacherman;dmziryanov;1
kekscrafter;the_stuperman;1
the_stuperman;olrickwalt;1
marcelotjr;the_stuperman;1
the_stuperman;joshcholfc;1
sandbox992;the_stuperman;1
a_p_t_e_m_u_u;akimbohorst;1
a_p_t_e_m_u_u;personalidad;1
vkmansftw;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;inna457;1
a_p_t_e_m_u_u;alexanderar1977;1
vkmansftw;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;widja;1
chetelozuro;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;alex_11_0;1
just_basics;a_p_t_e_m_u_u;1
daniamurashov;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;pjjjzz;1
martan1208;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;marinovanec;1
bulletlover;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;antitexnik;1
golho;a_p_t_e_m_u_u;1
diliprake;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;aleffblendon;1
ivan_franko;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;ariankiamahdi;1
blazingheart;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;cserpesgabo;1
markendofday;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;aloneshadow;1
a_p_t_e_m_u_u;anakajaib;1
widja;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;anastasia_333;1
gezim;a_p_t_e_m_u_u;1
warsom1;a_p_t_e_m_u_u;1
a_p_t_e_m_u_u;khatir;1
a_p_t_e_m_u_u;chippy2;1
hammerfinger;lfc_08_isaiah;1
lfc_08_isaiah;hammerfinger;1
lfc_08_isaiah;acadakic;1
leonidas86;hsnakc;1
nik99;roman_kauttpshbtku;1
nik99;stalker56;1
salah9;nik99;1
nik99;elrazo;1
nik99;ahmd11;1
decheni;nik99;1
nik99;stefanogio;1
fungi;nik99;1
elnmay587;nik99;1
nik99;retsamdnargeht;1
bilbobaggins999;bigsukay;1
krestovsky;bilbobaggins999;1
kojetin;bilbobaggins999;1
leonardomantesso;bilbobaggins999;1
bilbobaggins999;studentpertama01;1
marsal1958;bilbobaggins999;1
bilbobaggins999;woodytobiasjr;1
bilbobaggins999;hafidz;1
aliagha18;bilbobaggins999;1
astana001;bilbobaggins999;1
razzzzy;king-_-micah;1
king-_-micah;razzzzy;1
king-_-micah;razzzzy;1
king-_-micah;razzzzy;1
erzar;king-_-micah;1
king-_-micah;hick4u1219;1
butterlandz;chiesu;1
dohiblundered;butterlandz;1
butterlandz;impossible787;1
jiggeo;butterlandz;1
butterlandz;zenit57;1
butterlandz;iwannabelikemike;1
butterlandz;luandson;1
lencinas;butterlandz;1
butterlandz;armandobovi;1
revanchess;butterlandz;1
ivanpgf;butterlandz;1
butterlandz;hannon;1
butterlandz;ki_f;1
gm094;butterlandz;1
butterlandz;bice;1
furliss;butterlandz;1
filanif;joe-brown;1
acrossimpact;joe-brown;1
joe-brown;acrossimpact;1
ragnarlothbrook_spb;joe-brown;1
ragnarukh;joe-brown;1
joe-brown;denisovartemii;1
nargues;joe-brown;1
joe-brown;raaghhu;1
jygyjyg;joe-brown;1
joe-brown;s661693;1
s661693;joe-brown;1
joe-brown;thonynho;1
joe-brown;the-daniel;1
joe-brown;houstoncity0619;1
paoloemme;joe-brown;1
mata1234;joe-brown;1
the-daniel;joe-brown;1
joe-brown;petricx;1
uygarbaba;joe-brown;1
joe-brown;queops;1
lassureur;joe-brown;1
joe-brown;msp1964;1
joe-brown;omarscharf;1
albertocuevasalcocer;joe-brown;1
joe-brown;juan_du;1
juan_du;joe-brown;1
nibyja;joe-brown;1
joe-brown;antman724;1
antman724;joe-brown;1
joe-brown;antman724;1
romaha88;joe-brown;1
joe-brown;febozn;1
joe-brown;schuuuusti;1
robertoautista;joe-brown;1
joe-brown;robertoautista;1
robertoautista;joe-brown;1
ahras;vlusslus;1
crax_is_bax;b247;1
crameshnayak;crax_is_bax;1
melihmetin;crax_is_bax;1
crax_is_bax;melihmetin;1
crax_is_bax;gdf1981;1
sardinaso;crax_is_bax;1
hephestus;crax_is_bax;1
crax_is_bax;camiveg;1
coco2000;crax_is_bax;1
valentyn16397;crax_is_bax;1
crax_is_bax;julesjoffrin18;1
kuanxxx;crax_is_bax;1
crax_is_bax;niagrad;1
crax_is_bax;superevans;1
on_wave;crax_is_bax;1
chessnickname;crax_is_bax;1
khaled1992;crax_is_bax;1
tepa_1996;crax_is_bax;1
crax_is_bax;jarquincastillo;1
crax_is_bax;mohamad_mohseniiii;1
wilce;crax_is_bax;1
crax_is_bax;prabhatkumar;1
crax_is_bax;felipenestor01;1
rubensin;crax_is_bax;1
crax_is_bax;blackline85;1
quadrupede;crax_is_bax;1
crax_is_bax;my_name_is_atma;1
philbsd;crax_is_bax;1
crax_is_bax;omaraljohni;1
pedja1367;crax_is_bax;1
crax_is_bax;adsoo;1
crax_is_bax;chilllax;1
brunomarcal;crax_is_bax;1
crax_is_bax;sebasfei89;1
anra_d;crax_is_bax;1
crax_is_bax;anra_d;1
anra_d;crax_is_bax;1
irene1233;e7018;1
felser;e7018;1
e7018;beshoysam1;1
vietbigz123;jzcarr55;1
fandtweedy;jzcarr55;1
marcus_aurelius11;jzcarr55;1
gabo43;jzcarr55;1
jzcarr55;betopatruca;1
una1;jzcarr55;1
jzcarr55;papinii;1
arsenelupin1620;dsalvats;1
thebastiano;arsenelupin1620;1
arsenelupin1620;xxfudoxx;1
tiqer35rus;arsenelupin1620;1
arsenelupin1620;jithin7;1
victorioan;arsenelupin1620;1
beginneresque;arsenelupin1620;1
wkruger45;arsenelupin1620;1
arsenelupin1620;shozolosa;1
ares_zzz;arsenelupin1620;1
arsenelupin1620;dima976;1
davoodshadi;arsenelupin1620;1
arsenelupin1620;soemojo;1
arsenelupin1620;pepegalletafeliz;1
arsenelupin1620;tumursuh;1
saraginov;arsenelupin1620;1
sayedibraheem;arsenelupin1620;1
arsenelupin1620;arjan1967;1
marcuslavour;arsenelupin1620;1
arsenelupin1620;abiyogenez;1
leeducdaica;arsenelupin1620;1
arsenelupin1620;jirkas2;1
sqs198627;arsenelupin1620;1
arsenelupin1620;lsm17;1
arsenelupin1620;alejandropert;1
miguelnavarro;arsenelupin1620;1
hezarfen;arsenelupin1620;1
arsenelupin1620;potatokiller;1
mikiduda;romannissan87;1
juanma1684;mikiduda;1
rharlem;mikiduda;1
mikiduda;zmicer;1
mikiduda;anderson447878;1
mikiduda;rharlem;1
feliracing;mikiduda;1
huallpa12345;mikiduda;1
mikiduda;samiraghorbani;1
mrdgamer;mikiduda;1
irlandarush;mikiduda;1
mikiduda;loiclafouine;1
mikiduda;thesrinivaskumar;1
thebastiano;mikiduda;1
mikiduda;imran05;1
mikiduda;cullarvega;1
mikiduda;ovidiusjo;1
serber;mikiduda;1
majek;mikiduda;1
kakaiza;mikiduda;1
serber;mikiduda;1
szachysta;mikiduda;1
mikiduda;szachysta;1
mikiduda;szachysta;1
mikiduda;szachysta;1
mikiduda;szachysta;1
mikiduda;szachysta;1
mikiduda;szachysta;1
brainwizard;mamsrz;1
gjdelamaza;whizzz;1
kachess10204542;quantummequanic;1
quantummequanic;barrow-wight;1
quantummequanic;mathhopper;1
mathhopper;quantummequanic;1
quantummequanic;mathhopper;1
mathhopper;quantummequanic;1
cheron;lkasperbauer;1
gustavo_valfre;lkasperbauer;1
lkasperbauer;gustavo_valfre;1
thomasmorl;lkasperbauer;1
lkasperbauer;ismaelsilva;1
lkasperbauer;ncc-1701-d;1
lkasperbauer;nieto100;1
cesarvampi7;lkasperbauer;1
lkasperbauer;ingobos;1
rabarbarko;lkasperbauer;1
am21f;lkasperbauer;1
palaherkulesa6969;lkasperbauer;1
moftichess;lkasperbauer;1
yungceasar;lkasperbauer;1
lkasperbauer;andersongot;1
ashrafahadi;lkasperbauer;1
lkasperbauer;yaser77;1
atmriz;lkasperbauer;1
lkasperbauer;alejandro555;1
lkasperbauer;chardy1203;1
lkasperbauer;chessdroid;1
ssnow;lkasperbauer;1
lkasperbauer;masseik;1
juanantonio7712;lkasperbauer;1
barrow-wight;photonic_symmetry;1
barrow-wight;mathhopper;1
mathhopper;barrow-wight;1
barrow-wight;mathhopper;1
mathhopper;barrow-wight;1
mathhopper;barrow-wight;1
quantummequanic;barrow-wight;1
ac80;barrow-wight;1
giraffacollocorto;barrow-wight;1
barrow-wight;giraffacollocorto;1
mathhopper;barrow-wight;1
mathhopper;barrow-wight;1
mathhopper;barrow-wight;1
mathhopper;barrow-wight;1
prabh_mahi;barrow-wight;1
barrow-wight;prabh_mahi;1
killerbromean;vikwww;1
killerbromean;syoung;1
ihsan2424;killerbromean;1
killerbromean;ihsan2424;1
killerbromean;ihsan2424;1
jome;onlygodknows;1
jacekzpolna;sharkey101;1
sharkey101;marshallow;1
sharkey101;umeshvarr;1
cilensio;sharkey101;1
sharkey101;shahmatchi;1
aurelking;sharkey101;1
sharkey101;i_dan;1
sargentopimienta;sharkey101;1
sharkey101;mhd_boz;1
mhd_boz;sharkey101;1
larodash2013;sharkey101;1
sharkey101;olegdmitriev;1
maklen;sharkey101;1
sharkey101;sudo_ybmt;1
sharkey101;glady974;1
vega2015;sharkey101;1
sharkey101;iebrian;1
skudarnov;sharkey101;1
the_duke_of_hazzard;sharkey101;1
sharkey101;lordfischer;1
demonvortex;sharkey101;1
sharkey101;demonvortex;1
sharkey101;godlikemoves;1
ruslan404;sharkey101;1
sharkey101;createa;1
andrey2014;sharkey101;1
sharkey101;vladimirzozulya1500;1
alireza5848;sharkey101;1
aksell;sharkey101;1
sharkey101;gromistom;1
sharkey101;vaxxx84;1
rogalskiy;sharkey101;1
sharkey101;akmar;1
emil70;sharkey101;1
sharkey101;soklaw;1
egorka18;sharkey101;1
kasy87;sharkey101;1
sharkey101;akmar;1
ventdunord;sharkey101;1
sharkey101;pelt;1
chesswhiz;kurtbusch;1
kurtbusch;mim11;1
kurtbusch;mim11;1
entertainment3ko;kurtbusch;1
kurtbusch;yagoluz;1
chyvak;kurtbusch;1
do_it_now;kurtbusch;1
kurtbusch;reiterin;1
yemintun;kurtbusch;1
kurtbusch;swarje;1
jorbas12;kurtbusch;1
kurtbusch;nagyjanos7777;1
mermeladadeperlas;kurtbusch;1
kwondmitrii;behrooz36tehran;1
behrooz36tehran;maxgary59200;1
mouthpocketdevourer;behrooz36tehran;1
fzebral;behrooz36tehran;1
behrooz36tehran;boberarena;1
behrooz36tehran;mickaelr;1
wolf2875;behrooz36tehran;1
behrooz36tehran;amaks;1
jeddeh;behrooz36tehran;1
behrooz36tehran;tjwpdl;1
mvl9000;behrooz36tehran;1
behrooz36tehran;cassioparov;1
nimeni21;behrooz36tehran;1
behrooz36tehran;oltrivor;1
teddyhh;behrooz36tehran;1
mohammadtayyebi;behrooz36tehran;1
behrooz36tehran;jcgs88;1
ronniak2;behrooz36tehran;1
cantaloop;behrooz36tehran;1
